main_id,ra,dec,sp_type
V* TV Oph,250.67629995987,-24.76385326356,M2
[IG95]  95-10,283.17607654209996,-29.792175585419997,M
2MASS J10243609+6245140,156.15043761563,62.75388938817001,M9V
2MASS J14263397+3305331,216.64153512835,33.09262361381,M8V
2MASS J10341482+6302094,158.56149073666,63.03601459844,M2V
SDSS J103410.82+630402.3,158.54508765146,63.067303878,M1V
2MASS J13180849+1717463,199.53539551991,17.29623642243,M7V
2MASS J10362300+6306194,159.09586694133,63.10534824796001,M7V
2MASS J10362323+6310122,159.09675381342,63.17004154851,M0V
HD 310072,159.20472523283,-68.16889399008,M0
2MASS J13185389+1729399,199.72461982872,17.494368531700005,M7V
SDSS J103857.69+633047.7,159.74043661533,63.51324620442999,M8
2MASSI J0443376+000205,70.90670243349,0.0347516857,M9.0V
LP    4-346,94.526658,80.7640725,M3
SDSS J103330.88+632147.7,158.37863292404,63.36327486548001,M3V
2MASS J14250468+3330136,216.26958770890997,33.5037588519,M8V
BD+30  2862,250.45042712154998,30.42385345536,M0
2MASS J10353457+6347454,158.8940618702,63.79585950459,M7V
SDSS J102400.69+625616.6,156.00295029137,62.93796293518,M1V
HD 231731,293.11230891327,16.973501800330002,M0
HD 150519,250.87467637519,-44.33896188392999,M0/1III
G 103-43,98.9752042,30.5943745,M2.5
2MASS J13212007+1804269,200.33362974872,18.074094316160004,M0V
LP  721-17,104.7914956,-13.790228899999999,M3.5
IRC +30295,250.49514679931002,32.924987741660004,M7
IRAS 16401-6231,251.17360082585992,-62.62223711922378,M
V* V1524 Ori,83.838985,-5.3959719999999995,M1+M3.5
SDSS J094016.26+393432.6,145.06779683886,39.57573229381,M3V
L  455-111,106.18883333333332,-38.60180555555556,M3V
SDSS J084818.95+320344.8,132.07898059701,32.06240705678,M3V
SDSS J044340.89-062131.7,70.92039773509,-6.35879487547,M:
SDSS J085858.14+073126.0,134.74222894658,7.52394148612,M4V
2MASS J18430268-3727430,280.76120699999996,-37.461971000000005,M3.25
SDSS J075139.80+232105.9,117.91582465329002,23.35171347086,M2V
LP  271-28,217.44291710334997,34.75886255147001,M2.2
LP  271-27,217.4407904644,34.7609558399,M2.7
SDSS J154810.39+303116.6,237.04332045081,30.52129314729,M0V
SDSS J122739.67+090106.7,186.91533682196996,9.01850709865,M0V
SDSS J165058.22+210700.3,252.74262531311996,21.11678809488,M4V
SDSS J122829.83+101941.3,187.12431461238998,10.328137271140001,M1V
2MASS J10014426+3702398,150.43430301078334,37.04400091918333,M8V
SDSS J160930.59+244744.4,242.37750707985003,24.795687613800002,M3V
SDSS J113314.69+140308.0,173.3112569804,14.05226529419,M3V
2MASS J10590751+6144559,164.78143836481,61.74893248995,M6V
SDSS J115047.95+561105.4,177.69978467426,56.18488019925,M3V
SLW J1102+6154A,165.57013857098,61.902881129069996,M3.8
SDSS J110015.19+615656.0,165.06328524491,61.94892234041,M2V
SDSS J094828.50+113144.3,147.11874174205,11.52902001954,M4V
LP  365-19,113.04222000000003,26.225187,M4.5V
SLW J1055+6147B,163.94708432228,61.78522131229,M2.6
SDSS J162553.36+122637.8,246.47235854225997,12.443827666999999,M0V
SDSS J105423.51+615213.4,163.59799162228,61.87041227483001,M6
LSPM J1056+6206,164.13556970408,62.11358376137001,M6V
2MASS J11001562+6209435,165.0650308272,62.162176993939994,M6V
SDSS J162432.50+123945.6,246.13543674292117,12.66267337178972,M0V
2MASS J11020678+6219443,165.52811069102,62.328989809419994,M7V
SDSS J163335.13+114127.1,248.39645105874996,11.690901451169998,M1V
BD-03  3981,250.73301441188,-3.649609372320001,M5
V* V589 Cyg,319.23868486161,48.12811938312001,M8
SLW J1317+1828B,199.22786331216997,18.49385304194,M1.7
2MASS J18464111-3721156,281.671295,-37.35434300000001,M4.75
2MASS J10502975+6159541,162.62397321038,61.99839353458,M7V
Cl* NGC 6779     CB     492,289.45205753244,31.39271350019,M4III
2MASS J10523559+6217281,163.14827888835,62.29104943559,M1V
2MASS J10474316+6149232,161.93004832897,61.823236278829995,M7V
2MASS J10453842+6201049,161.41017548107,62.01805742676001,M6V
2MASS J13182855+1918432,199.61890569779,19.311982314160005,M7V
HD 231293,290.92052619178,16.257129686279995,M0
2MASS J11011233+6248271,165.30123474935,62.80768498731,M5V
2MASS J14245032+3445404,216.20976139628,34.76128655696,M8V
2MASS J11005422+6257183,165.2259458098,62.95510445259,M3V
SDSS J142531.38+345308.4,216.38080287448997,34.88575517483,M9
2MASS J13274162+1902044,201.92333863808,19.034447897240003,M7V
2MASS J13282353+1910475,202.09791462834997,19.17979920305,M3V
2MASS J13263451+1902045,201.64377777166996,19.03458815262,M7V
HD 231303,290.9752100027599,16.47653601051,M2
2MASS J11061713+6225569,166.57117543336,62.43250100882,M7V
2MASS J11093288+6241237,167.38706826154,62.689953586049995,M5V
2MASS J13245985+1922096,201.24938155046,19.369361115920004,M5V
SDSS J132118.44+191532.7,200.32694408291,19.25915967229,M2V
2MASS J13232713+1927002,200.86301604157998,19.45001605056,M8V
2MASS J05312291+2803351,82.84545158478292,28.059730346397494,M9III
2MASS J11185213+6322051,169.71715631673,63.36812348747,M5V
2MASS J18540515-3348557,283.52149199999997,-33.81548299999999,M3-M5
2MASS J05243918+2015562,81.16326392067042,20.265621762242777,M6
2MASS J00391908+4043193,9.829539,40.722042,M6
2MASS J11184893+6345177,169.70373972363,63.754901738,M8V
1RXS J042738.6+171837,66.91221240993,17.30881606787,M9
2MASS J13202540+1934524,200.10585092526998,19.581202124580003,M2V
2MASS J11165489+6347395,169.22877815863,63.79430972482999,M6V
2MASS J18552205-3748048,283.841896,-37.801337999999994,M4.5
2MASS J11181275+6403044,169.55339465454,64.05107994138,M1V
BD+00  3570,250.81165872437998,-0.07523086691000001,M0
2MASS J12343978+1651182,188.66577581344998,16.8550809887,M6V
HD 231465,291.84760482707,17.09013512497,M0
UCAC4 696-089611,319.5953476443,49.10722232811,M3-5Ve
2MASS J11065096+6351327,166.71243132028,63.85909823495,M6V
2MASS J18584298-3314226,284.67909799999995,-33.23962,M5.5
V* V1066 Sco,250.99330744446,-36.63916357046,M
2MASS J02493308+6045453,42.38783373245,60.76261625295,M1.5
2MASS J11070234+6355126,166.75963521911,63.92016512973,M6V
IRAS 13382-6842,205.50837839818996,-68.95645319363,M8
2MASS J19003894-3658146,285.16225281609,-36.9707156621,M4.25/M4
2MASS J12443972+1706362,191.16552724266998,17.11011430814,M7V
2MASS J19004408-3658321,285.183703,-36.975609000000006,M5.25
2MASS J14325976+3528332,218.24904937235,35.475930521740004,M3V
WOH G 134,75.580125,-68.3583,M
WOH G 177,76.61175416666667,-65.33799722222221,M
SDSS J124641.47+172800.1,191.67296661460998,17.46673056018,M2V
2MASS J12472401+1735391,191.84995833876997,17.594214227160002,M5V
2MASS J10455695+6208353,161.48745184833,62.14312313117,M4V
2MASS J18522530+4512293,283.10542999999996,45.208141,M5V
2MASS J10451273+6215203,161.30284159041,62.255598263779994,M7V
WOH G 238,78.65994166666665,-69.81587222222223,M
2MASS J19010033-3652523,285.251385,-36.88121399999999,M0-M4
2MASS J10461691+6211517,161.57047978127,62.19777884438,M6V
2MASS J10464642+6224190,161.6934826929,62.40540853206,M6V
2MASS J10451842+6223015,161.32679272675,62.3837291325,M3V
2MASS J10451750+6222010,161.32285898121,62.36692046873001,M6V
2MASS J19011169-3722213,285.29843988957,-37.37254537566,M4.75V
SDSS J124305.24+172301.3,190.77188060632997,17.383683162510003,M5V
2MASS J10450385+6226452,161.26632720383,62.44585856875,M3V
2MASS J12434095+1735365,190.92064205637996,17.59343123259,M7V
2MASS J10445720+6227408,161.23853045163,62.46138911597,M3V
2MASS J10450067+6229032,161.25299013123,62.484152485210004,M3V
2MASS J10452887+6231230,161.37030507823,62.52305039286998,M0V
2MASS J08440510+2302033,131.02132349988665,23.03419252919361,M7V
2MASS J19013232-3658030,285.38473358982,-36.96763474443,M4
2MASS J10503884+6246345,162.66165009124,62.77625885911999,M7V
2MASS J19013385-3657448,285.39112486078,-36.962591262770005,M3
2MASS J12481494+1817109,192.06223272855996,18.28640989346,M6V
SDSS J104430.27+622951.0,161.12613742835,62.49752266553,M4V
2MASS J19014055-3644320,285.419,-36.742222222222225,M1
2MASS J19014447-3717414,285.4352987121258,-37.294899918253876,M6.5
2MASS J10440501+6244279,161.0209849842,62.74109421802,M0V
WOH G 579,87.20870833333333,-70.50291666666666,M
HD 150738,251.0425538487,-31.007722456559996,M2/3(III)
SDSS J104430.04+624759.0,161.12520613809,62.79966948808,M3V
2MASS J19015112-3654122,285.4630374999999,-36.90341111111111,M2
2MASS J12434633+1807085,190.94308194353,18.11898037092,M2V
2MASS J19015833-3700267,285.4930833333333,-37.007444444444445,M5
V* V769 Ara,251.32786724404997,-57.141953347779996,Me
2MASS J10514710+6302464,162.9463190751,63.04624113706001,M2V
LP  436-4,191.50094094011996,18.582738534039997,M5V
2MASS J12451410+1831182,191.30873669470998,18.52172102853,M2V
CVSO 544,80.639039586,0.51152457802,M2e
CVSO 580,80.76144516899,0.8515461117300002,M3e
CVSO 1633,83.93191761733,0.36568337266,M3e
CVSO 1969,87.72177949111,2.0673789859,M1.5e
BD+34  2828,250.76774988321,34.32296725557999,M0
SDSS J105743.41+640139.8,164.43099042732,64.02776407344,M3V
2MASS J10431965+6254322,160.83218451012,62.90879767964,M3V
V* V449 Her,250.66310387689998,48.40661205384,M6
2MASS J10431311+6308139,160.80441142143,63.13714485292001,M7V
EM* CGHA   46,317.08990971737,47.31468106532,M:
2MASS J10444300+6321545,161.17921884605,63.365175195279996,M6V
2MASS J12431312+1859397,190.80466883194998,18.99442904466,M7V
2MASS J19031254-3718086,285.802275,-37.302409999999995,M0-M4
2MASS J14325112+3636440,218.21282944588998,36.612180148609994,M9V
UCAC4 578-060094,264.87065089999993,25.482992499999998,M0e
2MASS J19031388-3700419,285.80782001654,-37.01166455981,M8.5
2MASS J19032429-3715076,285.8511987222352,-37.2521095465793,M4.5
L  149-8,207.8051073430314,-60.5701296130781,M1
2MASS J13072212+1432199,196.84223275607,14.53886197662,M7V
2MASS J19040801-3725337,286.03341600000005,-37.426033000000004,M0-M4
2MASS J13064075+1450022,196.66979578758,14.833913981190001,M4V
2MASS J19043407-3712051,286.141998,-37.20143900000001,M0-M2
2MASS J19084013-3909350,287.16724400000004,-39.15974800000001,M4.25/M4.5V
UCAC4 535-054864,202.83133522759204,16.971341640589998,M3
UCAC4 503-058059,202.9939263294054,10.581518370938053,M0
2MASS J13094321+1511193,197.42998719576997,15.188704982119999,M7V
LSPM J1306+1511,196.71508740705997,15.19096616673,M7V
StM 298,251.04562244766,-9.55199004773,M7
CD-50 10779,251.34322617028,-50.82264453732,M0
V* AZ Dra,250.17716854367998,72.67165487915,M2
2MASS J13111028+1533093,197.79288324022997,15.552621009329998,M7V
BD+24  2665B,209.0369128159479,23.799193534105836,M0
HD 150725,251.36897400536998,-51.06588760568,M1(III)
UCAC4 597-046505,155.92205504655914,29.339244258444165,M0e
2MASS J05120738+3335327,78.03076284591292,33.59242914753639,M0
UCAC4 624-032624,97.32762127127792,34.76592698828722,M0e
SDSS J130419.03+151251.4,196.07932652645997,15.214303722559999,M5
HD 150835,251.22818183668997,-33.37066250963,M2(III)
UCAC4 630-010129,45.24148063141917,35.875975314763885,M0e
SDSS J130351.49+151702.8,195.96460441836,15.28406996498,M3
2MASS J05554029+1800277,88.91792009280041,18.00768533925917,M0
2MASS J06034231+1936158,90.92635830824582,19.604423366978885,M0e
SDSS J142426.40+351432.8,216.11002255236997,35.24254686875,M3V
WOH G 494,85.62726801947,-69.81592361344,M3.5III
2MASS J13042324+1558422,196.09681540204997,15.97842453972,M2V
HD 150877,251.23399412467,-29.09358443919,M3(III)
StM 301,250.72931338546,54.49765334433,M7
2MASS J10415577+6344500,160.48242418141,63.74700812168,M0V
SDSS J142300.91+354738.9,215.75378958581996,35.79414123107001,M0V
UCAC4 617-015810,67.95113096526042,33.33339218899778,M0e
2MASS J10463619+6422471,161.65081780792,64.37975963634,M3e
2MASS J10445221+6422415,161.21761050549,64.3782123073,M4V
2MASS J06113835+3511124,92.909792629685,35.18677766233361,M0e
HD 150864,251.28382929436998,-33.46691586045,M1(III)
2MASS J10455412+6422537,161.47546893692,64.38163904491,M7V
LP   62-356,159.84633979024,63.90287675499,M1V
SDSS J142335.15+354454.6,215.89644925808,35.7485605663,M9
2MASS J04135096+3512290,63.46234498657876,35.20808293291806,M0
2MASS J10385775+6359133,159.74063948093,63.98705582806001,M4V
UCAC4 551-021205,89.73547982596584,20.18192495758667,M0e
2MASS J10412282+6427170,160.34512921245,64.45476585561,M5V
2MASS J14230836+3606035,215.78482773947997,36.10097391984,M0V
2MASS J10413852+6432196,160.41064925455,64.53882794273,M1Ve
UCAC4 663-037340,81.17542195417334,42.56017585393555,M0e
UCAC4 547-052512,209.21892703905834,19.223628451033047,M0
2MASS J14234428+3614532,215.93453388476,36.24834341208,M0V
UCAC4 636-042198,116.16549000000003,37.04575699999999,M0
2MASS J10482486+6426594,162.10360026296,64.4498183437,M3e
SDSS J093323.73+625536.8,143.34892027343,62.92692225383,M4V
2MASS J23585311+3809403,359.72126998040744,38.161163635680275,M0e
2MASS J10532051+6502361,163.33545075724,65.04321595213,M7V
2MASS J04500877+2701208,72.53654276452417,27.022471613750554,M1
SDSS J141838.27+354839.0,214.65947970856996,35.81083504286999,M8
2MASS J02575196+2807455,44.46650800000001,28.129309,M1e
2MASS J10481150+6505485,162.04798677221,65.0967936837,M6V
SDSS J141924.16+355432.6,214.85071215931998,35.90910344907,M4V
2MASS J10544554+6521160,163.68967947136,65.35431410065,M7V
UCAC4 577-045679,153.95039168791874,25.203285254022777,M1
SDSS J093417.00+625725.5,143.57088402566,62.95709700406,M3V
UCAC4 579-045547,164.04183530403293,25.603667651931943,M1e
2MASS J14165411+3553401,214.22548809486,35.89444080329,M0V
2MASS J10371485+6420535,159.3116465513,64.34814537338,M7V
2MASS J10382059+6426494,159.58579433915,64.4470576263,M8V
2MASS J07000263+2721329,105.01098121422334,27.35912972924695,M1
2MASS J10410361+6443455,160.26505432968,64.72932792875,M7V
UCAC4 593-046105,138.550335,28.557665000000004,M1
SDSS J141823.31+355418.6,214.59716265096,35.905187763099995,M3V
2MASS J10442665+6458593,161.11110534749,64.98312511925,M8V
2MASS J10453014+6457261,161.37570620878,64.9572154871,M6V
SLW J1042+6506B,160.64390882007,65.10565081137,M3.0
2MASS J13242962+2011155,201.12344907621,20.18765476216,M7V
SLW J1042+6506A,160.63421637659,65.10930423734,M1.3
2MASS J13251244+2021413,201.30187609851998,20.36147940234,M2V
2MASS J10402049+6456271,160.08541549816,64.94076865802,M7V
SDSS J140352.78+341610.4,210.96990049682998,34.26952782881,M9
StM 299,251.27195708159,-22.33079250039,M6
UCAC4 312-239522,286.85156527531,-27.79221111796,M3V
2MASS J14030827+3444010,210.78447303535998,34.73357542122999,M4V
SDSS J104718.69+650650.8,161.82781362586,65.11406274566,M0
SLW J1049+6522B,162.28757757765,65.36593753082,M3.5
SLW J1049+6522A,162.28644121322,65.37368022603,M4.0
LSPM J1403+3506,210.75432349218,35.11621401513,M2V
BD-12  4586,251.25282482552,-12.486056243629998,M0
BD+12  3078,251.15617078997002,12.237698160149998,M0
2MASS J14080709+3435550,212.02957144398,34.59860882074,M3V
2MASS J11003392+6520579,165.1415496098,65.34938987651002,M7V
RM 1-813,86.69442083333334,-67.69013888888888,M:
2MASS J14103752+3441447,212.65632213430996,34.695825289279995,M5V
2MASS J13152746+1949279,198.86441564232,19.82442299204,M9V
HD 151046,251.24933132862998,-0.6147025436299999,M0III
2MASS J13105795+1917096,197.74102074545,19.285431825150003,M5V
2MASS J10572819+6553404,164.36764252194,65.89460917859,M7V
2MASS J16250429+4039402,246.26789989675504,40.661250844361675,M0V
2MASS J16465360+1913102,251.72341663276995,19.219560417814165,M0V
1RXS J152610.9-643841,231.54493535129004,-64.64222262437,M2.5
2MASS J17050849+2852268,256.28541150922115,28.874143401810553,M0V
2MASS J14095543+3529377,212.48097670896,35.49385607129,M7V
2MASS J14084692+3529597,212.19557114072,35.49993618541,M3V
2MASS J11085041+6608598,167.2102351375,66.15000137709,M7V
SDSS J141147.34+351201.1,212.94735279073998,35.20036715497999,M1V
2MASS J16445428+3128291,251.22630228378168,31.474723763749164,M0V
2MASS J11054881+6624137,166.45331419234,66.4038134787,M5V
SDSS J111000.22+663036.3,167.50091168183,66.51010824138,M6V
2MASS J14084083+0658424,212.1700618241962,6.978350059863613,M0V
2MASS J13095579+1958095,197.48246094108998,19.969317782179996,M5V
2MASS J10553382+6600195,163.89063701423,66.00547678515,M7V
SDSS J131300.78+193421.3,198.25331507223,19.57260260149,M4V
2MASS J10574295+6602431,164.429072603,66.04532938279,M5V
2MASS J10583192+6604186,164.63356234341,66.07179632219,M7V
2MASS J14123520+3540057,213.14678017290998,35.66829442193,M1V
SDSS J141253.21+355202.1,213.22187201127997,35.86723773736,M8
2MASS J13122089+1947131,198.08706847365,19.78697385787,M1V
2MASS J10561288+6614446,164.05362349118,66.24565864855,M7V
IRAS 16435+3948,251.31302636076998,39.72271929049,M5/6
V* V2111 Oph,251.29770417908,-3.08494220456,M5-M5.5IIIb:
2MASS J21091259-0004397,317.3024503151654,-0.07769458087777781,M0V
2MASS J14104312+3535356,212.67933036998,35.59311394438001,M0V
2MASS J10530587+6617107,163.27458291969,66.2860905835,M7V
2MASS J10574344+6634573,164.43107088276,66.58257518131,M8V
2MASS J00314513-0031169,7.93813015881208,-0.5213437903558333,M0V
2MASS J11031467+6649350,165.8111392286,66.82643915923,M5V
SDSS J141155.36+360133.0,212.98076121351,36.02584809979,M0V
2MASS J11490057+6558155,177.25235152009,65.97097637293,M6V
SDSS J140810.07+352632.3,212.04204829168,35.442476405170005,M0V
2MASS J14080957+3529337,212.03997095689996,35.49272101225,M6V
SDSS J131700.78+200307.3,199.25325659926997,20.05205852323,M4V
2MASS J11504028+6614539,177.6679147356,66.24828459588,M7V
2MASS J11590066+6652141,179.75287843778,66.87065055111,M3V
V* KN Her,251.14768914632998,35.15253603852,M7
SDSS J140753.30+355257.6,211.97217135187998,35.88275359779,M1V
2MASS J13215047+2015458,200.46030508654997,20.262663334289996,M7V
2MASS J11410180+6612467,175.25749570614,66.21292921575,M3
AG+73  449,250.45400552677,73.49950131221,M2
2MASS J14043886+3549183,211.16191076257,35.82178856521,M5V
2MASS J13225578+2100584,200.73242741401,21.016207431110004,M9V
2MASS J14070907+3558296,211.78779544563,35.97481078405,M3V
2MASS J11374409+6623523,174.43357238629,66.39786060506,M0V
2MASS J00472276-0034341,11.844856422654166,-0.5762252725272223,M0V
2MASS J13205566+2040478,200.23200092700998,20.6799294226,M5V
2MASS J11383580+6630148,174.64917918162,66.50410426487,M4V
SDSS J140925.78+355535.3,212.35744278833,35.92653642891,M0V
2MASS J14092880+3601546,212.37001683066998,36.03206694742,M0V
2MASS J13202940+2105438,200.12251599394,21.095490215680005,M3V
V* V911 Her,251.18613315787002,32.59192343760999,M2
HD 150975,251.59678994101998,-42.2936810211,M3/4
SDSS J131630.84+202707.5,199.12854789740996,20.45210077597,M3V
LSPM J1315+2017,198.79718523953,20.287841686920004,M4V
SDSS J140957.18+362318.9,212.48821160029,36.38858675914,M8
LP  270-44,212.45557108235997,36.47786976544,M0V
UCAC4 585-001686,10.131198,26.925264000000006,M0e
SLW J1153+6721B,178.16376758483,67.330918947,M0.4
2MASS J14084300+3634066,212.17919795151997,36.56857314496,M1V
Sand 262,199.51358830751997,20.94539629381,M3:
IRAS 16430-6431,251.95153707044997,-64.61210524052,M5.0III
SDSS J131928.93+212219.0,199.87083951203,21.37211746379,M0V
HD 150912,251.78792780602998,-56.37745069921999,M2/3
2MASS J13175080+2127312,199.46171884801998,21.45868249205,M5V
LP  378-932,199.18839632114,21.55874456588,M5:
LSPM J1123+6554E,170.94486302484,65.90243890601,M1V
2MASS J14084574+3655218,212.19062704127998,36.92272125705,M3V
LSPM J1409+3705,212.33815513958,37.09526762014999,M0V
2MASS J12573745+1716337,194.40609632625,17.27597177464,M7V
HD 151462,250.93928904527996,60.83104567651,M1
2SLAQ J222342.20-002022.6,335.92584583333337,-0.3396111111111111,M6III
HD 151203,251.3438235074,15.745281056090002,M3IIIab
2MASS J12550105+1718314,193.75440283416998,17.30875513272,M7V
2MASS J13582405+3457412,209.60019004083,34.96146126124,M4V
2MASS J12561145+1810306,194.04775108931997,18.17517937621,M2V
2MASS J12584755+1753533,194.6981282744,17.89815188404,M5V
SDSS J125905.64+181045.2,194.77355774095997,18.17932235049,M1V
V* V2354 Oph,251.52222528669,-16.9005873316,M2(III)
LP  987-117,2.454264,-34.685649999999995,M6.0
CD-52  7720,251.80817829484,-53.21775160421,M1.5III
IRAS 11522-6829,178.67709621891,-68.76250504044,M3
IRC +00292,251.48630888295997,-4.0125593224500005,M7
2MASS J14000625+3543441,210.02615519120997,35.72894217419999,M3V
HD 151051,251.70964724254,-41.48109738076,M2/3II
2MASS J12521020+1803175,193.04253424307998,18.054889240189997,M3V
2MASS J12565165+1830161,194.21528838966998,18.50446905119,M7V
2MASS J12552247+1846272,193.84365498937998,18.774179150550005,M8V
LSPM J1126+6700,171.508527732,67.00013671323,M1V
2MASS J12332766+1445371,188.36536027169998,14.760285999189998,M7V
BD+01  3316,252.5197755769,0.97639369812,M0
SDSS J112812.63+671738.3,172.0526167717,67.29396516108,M3
2MASS J12322411+1503289,188.10041450592,15.058031407930004,M3V
HD 151405,253.32143344293996,-71.28882503206,M3III
2MASS J23400484+1537434,355.0199881677699,15.6286454516049,M0V
2MASS J11345257+6744085,173.71900816404,67.7358010353,M1V
2MASS J12334201+1525321,188.4250108532,15.425548500730002,M5V
SDSS J113924.59+663514.0,174.85247441296,66.58724240394,M0V
SLW J1236+1512B,189.07537140743997,15.204299644190003,M2.0
WISEA J220041.80-463613.2,330.17389186803,-46.60365532769,M4.5
SDSS J123713.39+152213.1,189.30585023133,15.37033699284,M4V
SLW J1237+1545A,189.27689599963998,15.759681694030002,M4.0
EM* CGHA   22,315.85429900831,46.909987085420006,M
2MASS J20443287-0513169,311.1370135221959,-5.221170865366389,M0V
2MASS J12354405+1534170,188.93349865390996,15.571389033760001,M5V
StM 302,252.67792743644998,-22.964619021269996,M6
2MASS J20585457-0735435,314.7273320140579,-7.59536202282,M0V
2MASS J12362246+1549188,189.09357147853999,15.821899448440004,M3V
2MASS J12363689+1551281,189.15369624297,15.8578589469,M6V
SDSS J125557.03+144959.8,193.98766390548997,14.833284069659998,M4
2MASS J13570747+3613044,209.28117076190998,36.217910507949995,M7V
SDSS J125723.33+145559.9,194.347242119,14.933290382469995,M3
SDSS J125724.50+152058.0,194.35220874984,15.349406359300001,M5
HD 151695,252.97101568321,-54.26569889158001,M3/5
2MASS J12545690+1516228,193.73705316005996,15.27297092231,M7
2MASS J12543731+1517021,193.65543714476,15.28391677529,M4V
EM* CGHA   21,315.83238733049,47.05944987071,M
SDSS J125616.41+153303.1,194.06838017911,15.55086971415,M3V
BD+19  3175,252.51876341593,19.34556748895,M0
SDSS J111138.22+674117.0,167.9093441564,67.68803020079,M8
2MASS J10373973+6514074,159.41558056088,65.23535779111,M6V
SDSS J125935.50+153708.1,194.89789974521997,15.618992723120002,M0
2MASS J05181667+3131150,79.569462,31.520861000000007,M0e
2MASS J13000388+1552583,195.01615740433,15.88282647032,M6V
2MASS J12590537+1547457,194.77233168218,15.796086446569998,M4V
SDSS J140615.66+362059.8,211.56536848501997,36.35000128201,M1V
2MASS J12525967+1515415,193.24856516206998,15.261578466720001,M8V
2MASS J19151086-2914509,288.79527008805,-29.247463105749997,M0.5
2MASS J12533890+1522131,193.41213843166,15.370320171550004,M3V
HD 151959,252.64216721261,1.1961436224600002,M2/3III
2MASS J10404162+6609467,160.17347223781,66.16291062438,M7V
LSPM J0256+1220W,44.0040765,12.346025299999999,M1e
2MASS J12514519+1549575,192.93830527619997,15.8326244777,M3V
SLW J1251+1555B,192.98631536685,15.90852476765,M0.6
2MASS J10514395+6636202,162.93310965123,66.60558669863,M7V
HD  98497,169.63579702262,-71.09755295482,M2/3
1RXS J055041.2+430443,87.67321191823,43.081136606015555,M0e
UCAC4 385-011109,90.30263739999998,-13.1734292,M2e
2MASS J10431977+6623378,160.83242354153,66.39382691776,M1V
2MASS J12560029+1554050,194.00124123823997,15.901411064139994,M3V
1RXS J082806.1-304035,127.02703205463166,-30.675503143489443,M0e
1RXS J084106.8-621600,130.275373,-62.2684273,M0e
HD 151773,252.98796053503997,-50.02943113259,M3/4
SLW J1050+6702B,162.59166313966,67.04833217941,M3.4
SLW J1050+6702A,162.60635145898,67.04656296033,M2.5
2MASS J10351783+6614273,158.82419818788,66.24092768826,M7V
2MASS J10340488+6606392,158.52043237341,66.11087631826,M7V
2MASS J12515920+1914307,192.9966747056,19.24185636751,M6V
2MASS J09135930+6542277,138.49722380031,65.70769708398,M3V
2MASS J09114466+6545277,137.93825369357,65.75775339892,M1V
2MASS J12544306+1946451,193.67949815492997,19.77919518116,M1V
2MASS J14300331+4007567,217.51373765629,40.13241666349,M7V
SDSS J091537.20+661816.6,138.90514258769,66.30461787593,M6V
2MASS J14282255+4007062,217.09391560950996,40.11839245896,M3V
2MASS J14285509+4014403,217.22942761706,40.24443917814,M2V
SDSS J090654.99+661326.9,136.72916480356,66.22414290254,M4V
2MASS J14280263+4032151,217.01082583814997,40.53753899975,M0V
SLW J1245+1927B,191.32634549397997,19.449580433169995,M3.2
SLW J1245+1927A,191.28797169730998,19.45689177346,M3.2
2MASS J12504416+1934457,192.68402110796,19.579413169400006,M7V
2MASS J12511641+1951409,192.81814180887,19.8614242298,M8V
2MASS J12502290+1946288,192.59541448481,19.77466776716,M2V
2MASS J10410721+1326363,160.28006162574167,13.4435163124425,M2V
2MASS J12522665+1955302,193.11104149132,19.92502581885,M1V
2MASS J12524157+2013250,193.17325126052998,20.223615537989996,M3V
2MASS J12521542+2021075,193.06419470809996,20.3521117398,M7V
LP  661-17,104.44149120000002,-5.5782548,M2.5
2MASS J12500442+2005594,192.51837218077998,20.099864765990002,M3V
SDSS J092702.33+670656.1,141.75973251158,67.11559701818,M4V
HD 151571,253.42240750707998,-69.05467884649,M1II/III
LP  377-76,192.58021716469,20.229078162269996,M5V
2MASS J12502335+2016596,192.59725470279,20.283224231520002,M2V
2MASS J12512421+2027151,192.85089516299996,20.4542100529,M7V
2MASS J14274023+4100055,216.91760143983,41.00159536577999,M4V
PM J00072-1036,1.8086498343,-10.607958118700001,M0Ve
2MASS J11142662+2045155,168.61087384506413,20.754277757727223,M2V
2MASS J16174030+2933150,244.4180033810854,29.554241409147224,M2V
2MASS J12114069-0125395,182.9193623165643,-1.4277693145383,M7V
SDSS J032715.63+002234.0,51.815129,0.376125,M4
2MASS J12560357+2003436,194.01490717834997,20.06219024925,M3V
2MASS J12574500+2002389,194.4375583799,20.044168249719995,M4V
SDSS J142517.85+411553.5,216.32440117135997,41.26483602839999,M4V
2MASS J12563756+2007346,194.15651743319998,20.126276312489995,M5V
SDSS J092909.56+680011.1,142.28974393524,68.00309137207,M3V
HD 149274B,248.80766666666665,-35.7246388888889,M5
2MASS J09293658+6813518,142.40254327682,68.23110673767,M4V
SDSS J092955.25+681625.6,142.4801536191,68.27380344134001,M3V
SDSS J143228.59+402959.2,218.11922500161,40.49975187534,M9
2MASS J11141222+4000305,168.55103968444166,40.00857915921501,M2V
SDSS J075329.47+182615.6,118.3728,18.437681,M3
2MASS J12540326+2002156,193.51363783686998,20.037664066419996,M3V
2MASS J12542694+2007081,193.61223788215997,20.119014823599997,M1V
2MASS J14464336+0505283,221.6806055404608,5.091280293068055,M2V
2MASS J14340867+4057588,218.53612433123,40.96638630087,M3V
