main_id,ra,dec,sp_type
LP  884-56,28.3229003,-30.8959287,M4.0
2MASS J14064319+3352065,211.68000790215,33.86839458973,M7V
2MASS J11252653+6359567,171.36056432156,63.99908290633001,M6V
BD+45  3472,318.94980219085,46.28237313269,M0
2MASS J11253919+6357553,171.41318358452,63.96536046655999,M6V
2MASS J11250093+6416123,171.25379558897,64.27020624103,M7V
V* V906 Her,249.63558952043996,48.86229530397,M4III
2MASS J14074572+3404044,211.94050828294,34.06793231214,M4V
2MASS J13013049+1312247,195.37703317278,13.206866010140002,M2.9
UCAC4 642-047011,163.48819625292373,38.21504082523778,M4
2MASS J14065433+3409499,211.72637391166,34.16381405275,M4
2MASS J13003677+1327009,195.15321457392,13.450268536910002,M3V
UCAC4 573-048360,165.98239056072958,24.468068860825834,M4
2MASS J14074439+3423421,211.9349580659,34.39503186441,M3V
2MASS J12581688+1325213,194.57047254268997,13.42259396179,M3V
SDSS J125820.83+133838.2,194.5867807662,13.64392656849,M3
2MASS J05165217+3051367,79.2174061857154,30.860198183023336,M5
UCAC4 587-009971,58.51742044641166,27.366484548051396,M5
2MASS J07381960+3043161,114.58178147177708,30.72111275708083,M5
2MASS J23271210+2410096,351.80046454574244,24.169352424103337,M5
2MASS J11200635+6427373,170.02627715578,64.46033013076,M9V
2MASS J12514683+1310106,192.94513042516,13.169607574979999,M0V
2MASS J06324954+2937209,98.20643343095959,29.622449660068057,M5
2MASS J06361066+2828090,99.04440958340669,28.469151324312495,M5
V* V842 Ara,250.33192935079,-55.29778546876,M5/6III
2MASS J01123186+3117185,18.13279228332708,31.28847068204084,M5
CVSO 1529,83.6959212,-0.5364184000000001,M1.5e
HD 150178,250.08327053687,-25.27056706526,M0III
2MASS J05531060+2522397,88.29417203480541,25.37768715583306,M5
2MASS J09075834+2507066,136.9930882311554,25.118502223944443,M5
SDSS J125613.85+133717.3,194.05769895035996,13.62150299346,M7
2MASS J00515914+2519439,12.996458883020832,25.32888334748361,M5
2MASS J11285721+6508286,172.23868443914,65.14118910176,M7V
2MASS J10070535+2636576,151.7723139851996,26.615998536000557,M5
2MASS J14081216+3656204,212.05059902616,36.9390362031,M1V
2MASS J11304214+6508227,172.67518012648,65.13975535231,M7V
2MASS J10330299+3026006,158.26244631342416,30.433499787023337,M5
SDSS J140847.00+371050.6,212.19584544933,37.18074195917,M4V
2MASS J14081969+3708255,212.08194792914,37.14045754772,M7.5
UCAC4 611-005021,26.07796639916292,32.10419361979167,M5
2MASS J11374596+6540543,174.44138186583,65.68188219038,M6V
HD 150698B,250.956315731692,-26.810900566550835,M6
UCAC4 606-004456,25.270373120090415,31.060966766207496,M5
2MASS J11312843+6540204,172.86851909661,65.67234425945,M2V
SDSS J112815.14+653717.7,172.06318510353,65.62161684289,M7V
SDSS J140753.91+372555.4,211.9746305812,37.43215159665,M1V
UCAC4 605-000101,0.5459354029958333,30.957304943611106,M5
2MASS J02104813+5957118,32.70048352750249,59.95332557886805,M5
2MASS J12554371+1414127,193.93213540862,14.23690262634,M7V
2MASS J14053927+3716597,211.41359830109,37.28329073735999,M1V
2MASS J11392822+2827135,174.86751710251167,28.453694387275558,M5
SDSS J130152.71+133424.3,195.46976163197996,13.57345152929,M8
2MASS J11391716+3053462,174.82153724774375,30.896166498795274,M5
2MASS J07365209+2845399,114.21703140750333,28.76109456260917,M5
2MASS J09435452+3020534,145.97721261979126,30.348169727815833,M5
UCAC4 711-056637,254.75615461874708,52.12197304614639,M1
2MASS J12414113+4948576,190.42140031255124,49.81604173737361,M5
2MASS J06520733+2903588,103.0305405077542,29.06630827770167,M5
SDSS J113949.01+650232.0,174.95423761465,65.04223196594,M4V
2MASS J14002094+3635472,210.08739135596997,36.59637791256001,M0V
[ALS88] 1,289.0669996848654,-8.296083104990833,Me
2MASS J14032049+3709063,210.83542056177,37.15189224753,M3V
2MASS J12024717+5643582,180.69642404271787,56.732821313586385,M5
SDSS J130457.99+142033.9,196.24160860026,14.342786444450002,M6
2MASS J14021086+3729118,210.54523494798997,37.48663008832,M3V
CVSO 1637,83.94414835539999,1.4535050931900002,M5.5e
SDSS J114435.20+654137.1,176.14674236377,65.69362270437,M6
2MASS J11175262+3137051,169.4692765986254,31.61803363350472,M5
SDSS J135914.31+372203.1,209.80962337621,37.36753602079,M4V
UCAC4 575-047043,167.08363144629,24.997087450510556,M5
SDSS J130503.25+144659.9,196.26348846917,14.7833346876,M3
UCAC4 605-049228,187.00182099999998,30.963277999999992,M5
SDSS J130330.88+144933.0,195.87866966595996,14.825810990140004,M3
2MASS J13050962+1459092,196.29011447069996,14.98589517797,M3V
2MASS J05070799+2426326,76.783317,24.442415,M0e
2MASS J05570577+2918563,89.27407191488626,29.315686192455,M5e
2MASS J10381843+4513038,159.57672970292418,45.21764962148027,M5
2MASS J12480880+5606437,192.03665728976415,56.11218482241889,M5
2MASS J12485047+5630570,192.21032034719792,56.51584913216583,M5
SDSS J125740.96+142409.2,194.42067796974,14.402582826000003,M6
CVSO 1728,84.26568860604,-0.685128901,M0e
2MASS J11581801+2830474,179.57500440848668,28.513188001906947,M5
2MASS J10181675+4420114,154.56984818824003,44.33648075704167,M5
SDSS J130009.21+145058.2,195.03845219886998,14.84960650652,M0
BD-20  4536,250.12756158231,-20.400258739460003,M2
2MASS J07044256+2755024,106.17734355570667,27.91730521831945,M5
SDSS J125959.52+145311.5,194.99810798308997,14.886703389349996,M2
HD 112845,194.86792349750996,14.733279208470002,M4
SDSS J125857.35+145019.8,194.73890410454,14.83884670392,M3
2MASS J07061716+2937363,106.571522644925,29.62672173086667,M5
SDSS J125921.76+145753.4,194.84068586962997,14.96481904473,M2
G   4-31,38.99520833333333,9.16425,M4V:
2MASS J18554882-3042272,283.95346682846,-30.707577468209998,M
SDSS J130126.00+145147.2,195.35839847322,14.863109899039998,M4
2MASS J12001782+2938596,180.0741957778133,29.649916401781113,M5
2MASS J14160849+3628491,214.03543083130998,36.48048213073,M3V
2MASS J12101974+3320519,182.58218190477203,33.34780952360389,M5
2MASS J13033711+1502128,195.90460331517,15.036923296720001,M0V
WOH G 188,76.81251843131,-70.47873728224,M
UCAC4 574-046527,168.22801950000002,24.6001345,M5
SDSS J130332.21+152013.2,195.88416467199,15.33702747821,M4
2MASS J13014434+1503596,195.4347119671,15.066531071520004,M4V
2MASS J13010080+1508034,195.25333492243996,15.13435959418,M2V
2MASS J14190831+5325507,214.78458929763374,53.430802473753324,M5
2MASS J15004120+3308475,225.17162999944497,33.14653709708416,M5
UCAC4 568-042505,119.03630400000002,23.455810999999997,M0e
2MASS J18542974-3037471,283.62395373173,-30.62977736378,M
SDSS J130135.49+151407.8,195.39796214573,15.23553758141,M3
SDSS J130152.83+151754.0,195.47005927859996,15.298389627079999,M3
2MASS J13025818+1526374,195.74245585932,15.44377025822,M2V
2MASS J06453945+0339588,101.4143942901696,3.6663407640794454,M5
FBS 0923+817,142.75833333333333,81.50166666666667,M3.5
UCAC4 606-030143,93.819413,31.005379,M0
UCAC4 565-063427,271.78405478455454,22.91069178548222,M1
CVSO 1819,84.595297,1.1605849999999998,M5V
2MASS J13381768+3221172,204.57369219983582,32.35477845424695,M5
2MASSs J0257536+194325,44.47333333333334,19.723666666666663,M
DoAr 72,250.17696857779003,-24.533900741039997,M6
2MASS J01194279+1122427,19.928282047940005,11.378565601380002,M8
UCAC4 615-050067,203.96380851810832,32.80512975646055,M5
SDSS J141705.46+364110.7,214.27277840714,36.68632949867,M2V
2MASS J12521661+1345487,193.06913404145996,13.76363957909,M7V
SDSS J103508.51+032639.9,158.78550011643,3.44441927487,M9
UCAC4 704-047615,137.08310708954957,50.64278810016556,M5
EM* CGHA   57,317.50942743182,46.74556693218,M
UCAC4 453-055659,208.64287821298748,0.4249920191811111,M5
2MASS J12500635+1348445,192.52647761358,13.81236027526,M3V
2MASS J05540524+2614005,88.52183600000001,26.233492000000005,M0
LSPM J1418+3721,214.64377552806,37.36207764043,M6V
BMB 139,270.88281917232,-29.819491062200008,M7
UCAC4 610-051012,218.7560889985479,31.808069018771665,M5
2MASS J12491874+1407066,192.32808836754,14.118508748170001,M9V
2MASS J07031753+3344306,105.82308830388375,33.74184752105861,M5e
CVSO 1923,85.54970507016291,-2.755991484325,M2e
2MASS J12533823+1416227,193.40915575343996,14.273037410769998,M7V
2MASS J12535251+1421501,193.46881273646997,14.36387677242,M8V
WOH G 625,88.82421650858,-65.07796267974,M
2MASS J07123822+3004272,108.15928000000001,30.074239999999996,M0
RX J0704.5+1725,106.13042999999999,17.430757999999997,M5
2MASS J12544137+1419171,193.67234869579997,14.32141909771,M7V
HD 234329,249.76676849316993,51.05877480534,M0
CVSO 1968,87.677375,2.7176388888888887,M1e
UCAC4 619-001535,7.914568000000002,33.619614000000006,M5
SDSS J125256.03+143410.6,193.23354137437997,14.569615540020001,M4
2MASS J14105239+3647168,212.71828061244,36.788064540369994,M3V
UCAC4 447-037662,113.45999627376791,-0.7840051259038888,M5
BD-15  4366,250.1780770053,-15.564054923760004,M5/6
CVSO 1986,89.250144,3.577546,M1e
2MASS J14114416+3701191,212.93386512984,37.02195218286,M1V
UCAC4 455-037660,113.5857727816821,0.8554662922711112,M5
LSPM J1413+3658,213.48088397422998,36.98251645189999,M1V
2MASS J20040617+4632191,301.0257419999999,46.538651,M0
2MASS J18561378-3028247,284.05744573771,-30.473532924429996,M
2MASS J12475121+1404052,191.96344093523996,14.068157172119998,M4V
UCAC4 734-044562,98.10000933798082,56.607557896580836,M5
2MASS J12472462+1415462,191.85250820599,14.2628663891,M5V
2MASS J12482161+1414090,192.09009552559,14.23581725553,M8V
UCAC4 521-018809,90.06604870392084,14.189528945555553,M5
SDSS J141308.45+372355.4,213.28520677354,37.39876113739,M2V
2MASS J07133284+3244573,108.38687211220085,32.74926096258417,M5
SDSS J141129.97+370456.8,212.87492762295997,37.08243953739,M8
2MASS J06592477+2740308,104.853234,27.675245,M1e
WRAY 16-230,250.38003744431998,-45.21794477755,M3-M7e
2MASS J12491460+1440091,192.31084333045,14.669190488020002,M7V
2MASS J03452830+2933150,56.367914406315,29.554184200843892,M5
2MASS J14100555+3702377,212.52308128030998,37.043832223950005,M3V
2MASS J12462296+1417098,191.59554672362,14.286128321690002,M8V
UCAC4 528-039787,108.29647218630917,15.581358988498058,M5
V* V880 Sco,250.31016029111998,-34.12578595303,M8e
2MASS J14173183+2956088,214.38264999999998,29.935801,M1
2MASS J09393609+6057495,144.90030481649,60.96386365475,M1V
2MASS J12502863+1443396,192.61929261167998,14.727682376390003,M7V
HD 150329,250.17336600925,-7.40393801362,M0/1
RM 1-410,82.13580546638,-67.59318224691,M:
2MASS J06032193+1949121,90.84138800000001,19.820045000000004,M0
2MASS J12501162+1459514,192.54839048383997,14.997629445319996,M7V
UCAC4 726-049637,216.92668252502455,55.01588157203028,M5
2MASS J12524511+1503431,193.18790413358997,15.061967805230003,M4V
RM 1-569,83.0599857612,-70.5355777855,M:
2MASS J12484799+1506072,192.19995713127997,15.102028535739999,M4V
2MASS J15371695+4653374,234.3206330808579,46.893715252369724,M5
2MASS J14164215+3742221,214.17564598177998,37.70609528455,M5V
UCAC4 682-003949,9.871431211070837,46.36225089080861,M5
SDSS J125627.84+143515.2,194.11594773402996,14.587580497400001,M5
UCAC4 565-025379,93.83249536512167,22.932950291811395,M5
2MASS J03592599+2445269,59.858323,24.757488,M0e
RM 1-746,85.17515478169,-68.08398844071,M:
2MASS J18554121-3011309,283.92174267047,-30.191944715810006,M
RM 1-790,85.699488741,-69.41990798229,M
2MASS J06114564+2431011,92.94021211858417,24.516937832825835,M5
2MASS J12320798+1538259,188.03314868812,15.640584378799998,M8V
2MASS J01242420-0211062,21.100841999999993,-2.1850769999999993,M0e
[RHI84]  9-324,263.2614083543,-32.25033303275,M5
2MASS J00150807+4700310,3.7836662696354173,47.00858141449028,M5e
2MASS J07254715+3537216,111.44647900000001,35.62267700000001,M5
BD-13  4474,250.2544658449,-13.778663435680002,M0
2MASS J12320137+1550482,188.00584539701,15.846918423910001,M9
2MASS J07381352+3634052,114.55633999999999,36.568138000000005,M5
2MASS J23022615+0614121,345.6089989999999,6.236703999999999,M0
UCAC4 645-000271,1.0444937820791667,38.941648120504446,M5
2MASS J14210598+3741401,215.27488332078997,37.69449766635,M5V
[ZKF2008] -7.20-8.51,266.41483333333326,-29.010166666666667,M0III
UCAC4 665-054227,132.086610994515,42.863858167304166,M5
2MASS J09415972+6223221,145.49895736832,62.38945767622,M1V
[ZKF2008] -5.33+9.93,266.41533333333336,-29.005055555555554,M0III
UCAC4 634-040739,114.27609346033209,36.721329256473055,M5
HD 150184,250.58275123003997,-55.38436101044,M3/4(II)
2MASS J07132272+3452142,108.34468737311667,34.87067451887638,M5
UCAC4 555-046307,138.92614555550207,20.911205817477217,M4
UCAC4 645-001515,6.328029648705415,38.92372880452611,M5
SDSS J123515.40+163232.3,188.81415610013,16.542341719700005,M0V
2MASS J03121490+2632041,48.06210900000001,26.534477,M0e
2MASS J10172303+3843472,154.34601918870166,38.729821930785285,M6
UCAC4 446-049529,138.85567804494207,-0.8089213314688889,M5
2MASS J12334919+1651520,188.45490846700997,16.86439432256,M6V
HD 150185,250.61649623835,-56.800130925599994,M0III
UCAC4 615-045336,136.54413750867582,32.86106225903611,M5
2MASS J14242355+3816115,216.09811067355997,38.26985275357001,M4V
PM J19320+1604,293.01761420042,16.07083779222,M0e
2MASS J12460419+1503410,191.51751769847996,15.061343937530001,M6V
UCAC4 615-045335,136.54240066967,32.85951747615556,M7
IRC -20324,250.31813595969,-19.96498870547,M7
2MASS J10264273+2738288,156.67805184473124,27.641319577539168,M5
2MASS J19002836-3037269,285.11820595181,-30.624153592529996,M
UCAC4 567-005686,43.36997932076958,23.30776605792361,M5
2MASS J14221934+3834428,215.58057434242,38.57851826594,M3V
2MASS J10061484+2935496,151.5617960968075,29.59706372860944,M5
2MASS J09381569+6221509,144.56542142185,62.36419506519999,M3V
2MASS J17320191-3150562,263.00804842503,-31.848982379660004,M6.5
UCAC4 562-029847,97.2601903605675,22.364112126387223,M5
2MASS J12480219+1536450,192.00913551908997,15.612500075239998,M8V
SDSS J094120.12+623918.6,145.33389228656,62.65521082467001,M2V
2MASS J14235946+3852048,215.99776948468997,38.867988964620004,M3V
UCAC4 598-045388,132.17189441415624,29.586381169271384,M5
2MASS J12454490+3837126,191.43713749819707,38.62013984287417,M5
COUP    52,83.70988333333334,-5.389927777777777,M3
2MASS J12460733+1538173,191.53056853150997,15.63816097995,M7V
2MASS J13191911+3027414,199.82960027207832,30.461505798040836,M5
2MASS J14175260+3811087,214.46921674997,38.18577396049,M3V
2MASS J12471790+1555316,191.82455411639,15.925429488319999,M6V
2MASS J22101716+0423513,332.57142580573213,4.3976248819680555,M5
V* UV Lib,239.79467851151,-14.18204846542,M6e?
2MASS J01213936+0448315,20.414058646875414,4.808771177210833,M5
2MASS J22540838+2059428,343.5348933413583,20.995203431065555,M5
HD 310398,165.93305111814,-69.72049550386,M0
UCAC4 632-046454,161.442903,36.388206,M5
lOri-CFHT 165,83.79820833333332,9.8835,M7.5
SDSS J093654.19+625948.7,144.22578914437,62.99691622539,M1V
2MASS J03102863+2845081,47.61930242258791,28.752230896786948,M6
2MASS J12401270+1546534,190.05294494227996,15.78148951025,M8V
2MASS J23572924+2723084,359.3718353402316,27.38558891215583,M6
2MASS J03353281+0732160,53.88673171804417,7.5377428832563895,M6
2MASS J07061844+2732277,106.5768511201546,27.541002270366942,M6
2MASS J09373185+2948196,144.38269439842253,29.805460032607222,M5
2MASS J06474820+2820453,101.95083019569542,28.345879976516105,M6
2MASS J09470588+6208154,146.77459669165,62.13763161101,M1V
2MASS J06444481+2957550,101.18670955035043,29.965273943413337,M6
UCAC4 608-047327,156.41037357945874,31.593739196161387,M6
2MASS J02172232+5806027,34.34304865888083,58.1007305126489,M6
2MASS J02520325-0337052,43.0135982821175,-3.6181058710608336,M6
2MASS J09521522+6238001,148.06343557177,62.63349360237,M3V
2MASS J07320005+2623080,113.00018395553417,26.385538356365554,M6
2MASS J11385252+2930231,174.718839551995,29.506448187845553,M6
2MASS J12445840+1630576,191.24331116775997,16.516005751569995,M7V
2MASS J09474717+3150428,146.94662303759748,31.845231522277214,M6
2MASS J09504895+6249483,147.70386724257,62.83013018913999,M7V
BD-00  3165,250.27700499504,-0.68190225279,M0
2MASS J12142173+5512231,183.59054201671373,55.20644034423861,M6
UCAC4 616-048456,182.39919847069206,33.093275349272226,M6
2MASS J04522903+5152537,73.1209787541071,51.88156518188945,M6
2MASS J09350842+1738061,143.7851402391592,17.635087744893887,M6
2MASS J09474185+6308177,146.924379398,63.13831411758999,M2V
2MASS J09484164+6307575,147.1736924207,63.1325487083,M6V
2MASS J12515202+1610299,192.96677376647997,16.17495685524,M8V
PM J03380+2952B,54.52461722012417,29.87887605485362,M6
2MASS J13014190+2635005,195.42461996120375,26.58354735419139,M6
UCAC4 608-046098,142.97479624388706,31.48198658917584,M6
2MASS J07323420+0606362,113.142534,6.110060000000001,M6
2MASS J09513435+2946371,147.8932181462529,29.77693047994806,M6
2MASS J14091279+3737454,212.30322989392,37.62930436239001,M7V
2MASS J14084738+3735017,212.19752408253,37.58382970331,M1V
2MASS J09511607+6319440,147.81723740805,63.3288831282,M1V
2MASS J09513739+6328214,147.90580093683,63.47259782643,M7V
2MASS J14083906+3756351,212.16275916884,37.94307307338,M0V
2MASS J15123508+2719522,228.14614696473413,27.331162025934447,M6
2MASS J12530335+1708278,193.26396445564,17.141060403809995,M3V
UCAC4 599-002056,11.68412204995875,29.722613340416107,M6
2MASS J09471094+6338047,146.79572134837,63.63477869866,M6V
2MASS J14225829+3307255,215.74282522851996,33.12374850323,M4V
UCAC4 633-001452,6.126704200000002,36.5557112,M6
2MASS J09455088+6342439,146.46193827156,63.71208777225,M9V
UCAC4 538-045487,120.23108832149958,17.405598072053888,M6
2MASS J02455807+3129024,41.49200905407999,31.483982112386386,M6
2MASS J12514778+1725517,192.94912804823997,17.43101393917,M3V
2MASS J14155544+3254339,213.98100268977998,32.90941944275,M3V
SDSS J094927.13+641340.8,147.36304026546,64.22802536461,M3V
UCAC4 460-039917,120.337366539643,1.8061118946419443,M6
UCAC4 612-039346,110.66281342001707,32.22446275222778,M6
2MASS J00350620+0838246,8.775878675477916,8.640185263590553,M6
V* AX Sco,250.45729428061998,-27.105384255579995,M5III
UCAC4 439-048582,137.8031153053275,-2.317802784165,M6
UCAC4 435-046404,125.2163389,-3.0602262000000002,M6
2MASS J01444542+2726433,26.1892522251325,27.445327270765,M6
2MASS J14514674+2851530,222.9447698582608,28.86471659050582,M6
2MASS J13225880+0416322,200.7450652432946,4.275625198059999,M6
2MASS J03105784+2826394,47.74103232880792,28.44427766439861,M6
2MASS J07172725+2941556,109.36356699924418,29.698755927287504,M7
2MASS J14582765+2608219,224.61526969238872,26.13938620721972,M0e
2MASS J11102491+4925066,167.60386283037997,49.41852838059332,M7
BD+35  2851,250.15328367253997,35.67394950181,M0
2MASS J04353328+5208495,68.888684803665,52.147097721493054,M7
HD 310301,163.90143524169,-68.90934961671,M0
UCAC4 615-045718,140.48967100000002,32.877422,M7
2MASS J14115393+3205183,212.97473767677,32.088366893380005,M5V
2MASS J15092009+3039408,227.33369114036665,30.661380283279723,M7e
2MASS J11283096+3006214,172.12899962973873,30.105907385451673,M7
SLW J1408+3154B,212.12964361907,31.92386071012001,M1.3
UCAC4 555-035239,104.05605241228501,20.98349518496139,M7
UCAC4 566-001674,12.34757884221125,23.02075746674222,M7
UCAC4 658-005247,19.83996393254208,41.452919449997786,M7
SLW J1242+1627A,190.63920436338,16.460447917870002,M2.0
SLW J1242+1627B,190.63718159705996,16.4622023297,M2.1
2MASS J01355225+2755013,23.967725577622087,27.917022191510004,M7
CD-36  6589,160.2887681186825,-36.89546270837417,M0.5V
LP  905-56,161.31955125187,-30.80749032993,M1.5V
WT 392,198.28886714570706,-41.51103902087582,M5
HD 121271,208.76065389982801,-29.090531282263584,M0Vk
2MASS J14115348+3212571,212.97290010551,32.21586518715,M7V
LP  687-17,259.08605981023,-5.397602602139999,M4.0V
L  273-106,280.7790627592229,-54.61343492091556,M5
2MASS J14113134+3231552,212.88061090261,32.5319863334,M6V
V* V1120 Her,250.33060093119,8.46716819542,M3
L  356-105,336.2711442174067,-47.87968567021639,M3.5V
UCAC4 457-054669,229.01627612603372,1.3994212737380556,M2.0
LP  924-17,289.2688156776,-30.32225085899,M5.5e
LP  833-40,61.7183639922029,-25.29176477500056,M6
2MASS J17365790-3008508,264.24122563518995,-30.147466018079996,M4/6
HD 150438,250.53543882073998,-29.388664955700005,M3/4
UCAC4 628-053917,257.38925376170414,35.47383666070166,M5.6
2MASS J14064544+3225315,211.68933119685,32.42536130036,M3V
2MASS J13154549+1713560,198.93955200467997,17.23226939644,M4V
2MASS J14080137+3255562,212.00573123162,32.93233256593,M8V
StM 294,250.50149263726,-20.717522377369995,M6
2MASS J14054138+3244295,211.42243490553997,32.74144794323,M2V
2MASS J13090058+1709066,197.25238706707,17.15185832285,M7V
2MASS J13092549+1714584,197.35610790447,17.24959688944,M7V
IRAS 16390-2622,250.54556456042997,-26.47753075053,M9.5III
2MASS J14054758+3249161,211.44825126025,32.82112383501,M2V
SDSS J131338.55+172259.9,198.41061329051,17.38348150953,M2V
2MASS J13134575+1733223,198.44067053566,17.55617027248,M7V
2MASS J14051654+3309213,211.31889292171,33.15594166203,M2V
2MASS J13120833+1757139,198.03449674421998,17.95407015126,M5V
2MASS J03283107+3117040,52.12950000000001,31.284472222222224,M9.3
2MASS J14092797+3306065,212.36644243608,33.10183655112,M9V
2MASS J14095894+3307197,212.49558038891,33.12217207266,M9V
2MASS J14094231+3313352,212.42621625354997,33.22640487215,M6V
2MASS J03290462+3120289,52.26926666666667,31.34136388888889,M7.6
2MASS J10194334+6500575,154.93058459871,65.01598692877,M0V
2MASS J14112302+3319131,212.8460259836,33.3203177618,M7V
PM J20202+6120,305.0620199952,61.33412430226001,M1
2MASS J10223034+6521556,155.62639538846,65.36539087757,M7V
2MASS J13014140+1547547,195.42251049392,15.79852507661,M3V
2MASS J14110751+3335349,212.78130803493997,33.59297228457,M6V
2MASS J16263737+6040431,246.65572239802,60.67866210747,M6.5
LSPM J1303+1606,195.88470908667,16.11047867541,M2V
2MASS J13042332+1617303,196.09712609727,16.291719809589996,M8V
2MASS J14103475+3344160,212.64475329095998,33.73776718851,M2V
IPHAS J193436.06+163128.9,293.65022095943,16.524715600190003,M5.9III
2MASS J13003191+1628077,195.13290752432,16.4688695983,M7V
2MASS J13004630+1640333,195.19283156834996,16.67592474493,M6V
2MASS J13045782+1633258,196.24081669751,16.557121341220004,M5V
2MASS J10482294+6035017,162.09545878248,60.583817201909994,M6V
2MASS J14102821+3355211,212.61756765239,33.92249357172,M3V
2MASS J14091147+3408270,212.29772989986998,34.14093046535001,M7V
2MASS J13025126+1702265,195.71366944991,17.04073783187,M4V
2MASS J14161371+3308295,214.05716549611998,33.14153037369,M7V
2MASS J10021754+6246538,150.57314301627,62.78157244941001,M7V
2MASS J13040455+1721408,196.01901790849,17.36136730186,M7V
G  82-40,70.0261039,1.5389889,M0V
UCAC4 662-089551,310.3272351078475,42.20627230917722,M0
2MASS J14160398+3333220,214.01664332824,33.55606625989001,M7V
UCAC4 658-090622,310.5556685779817,41.44471478431138,M3
SDSS J095704.29+625549.8,149.26791793361,62.93052521736001,M1V
2MASS J14140033+3329212,213.50131545770998,33.48924226255999,M8V
2MASS J14141861+3333503,213.57752786314998,33.56401155905,M6V
2MASS J16095628-3859518,242.48456451903996,-38.99766154161001,M6.0e
2MASS J16102955-3922144,242.62313228250002,-39.37068083828999,M4.5
2MASS J16002612-4153553,240.10883464718003,-41.89871432421,M5.25
SDSS J125853.31+172559.3,194.72220058409,17.43314873514,M3V
2MASS J14142798+3341298,213.61674897337,33.69156523644,M6V
2MASS J10111386+6039346,152.80777090871,60.659614737309994,M3V
2MASS J14145896+3344389,213.74560275854,33.74418015846,M5V
2MASS J16101857-3836125,242.57736550976,-38.60349954073,M5
2MASS J14154447+3350000,213.93529075460998,33.83334556189,M2V
2MASS J13014592+1731134,195.44137726765,17.5203961857,M2V
2MASS J14181689+3354218,214.57040457734996,33.90612756528001,M3V
2MASS J13004568+1752281,195.19031769413,17.87447710304,M6V
UCAC4 536-054537,196.81857909832,17.039200698309998,M1
UCAC4 583-046718,165.866772,26.594370000000005,M0e
V* MW TrA,251.16858872222002,-68.80463792392,M2III
2MASS J10133561+6136246,153.39848368373,61.60688460012,M7V
RX J1147.6+0501,176.9067665,5.019618400000001,M4
2MASS J10194153+6135073,154.92303963892,61.58537574789,M8V
2MASS J10233978+6204126,155.91568204803,62.0702026996,M1V
2MASS J13062730+1726031,196.61373310155,17.4341652116,M9V
SDSS J141821.45+343657.5,214.58938735810997,34.61598095919,M0V
2MASS J10223049+6223542,155.62688685021,62.39837495757,M2V
2MASS J14164799+3441223,214.19997515473,34.68948507746,M4V
SDSS J102009.70+622032.6,155.04041095865,62.34236359191,M3V
2MASS J10102534+6124081,152.60574610275,61.40226355328999,M6V
2MASS J13100358+1807593,197.51485095438997,18.13318913269,M5V
SDSS J101145.76+614357.4,152.94070553916,61.73259783877,M2V
V* HO TrA,251.22074649197998,-69.98968951588,M4.5
SIPS J2116-0752,319.182447,-7.877637000000001,M6V
2MASS J13114307+1811399,197.92952963934997,18.19445989321,M7V
2MASS J14120438+3400406,213.01825707748,34.01122229954001,M8V
2MASS J14140022+3407216,213.50086145151,34.122534754469996,M0V
SDSS J095632.22-003341.4,149.134162,-0.561388,M4
2MASS J10075971+6139281,151.99879857761,61.657866461080005,M6V
2MASS J10091913+6202419,152.32976530964,62.044970059090005,M8V
SDSS J101059.01+620156.4,152.7459098974,62.032341672390004,M3V
2MASS J10122949+6217327,153.12289307476,62.29246225418,M8V
2MASS J14095095+3407177,212.46223925110996,34.12163482662,M8V
L  180-29,81.61766100000001,-55.015942,M3
2MASS J14093119+3415190,212.37999165718998,34.25531484748001,M4V
2MASS J13055366+1800322,196.47369449079,18.008977790149995,M4V
HD 321898,250.74248607959,-38.71123557455001,M3
2MASS J14100807+3424049,212.53363790142,34.40141830644,M2V
2MASS J10171469+6217344,154.31117250727,62.29291932224,M5V
2MASS J10153057+6215290,153.87745094287,62.25805518858,M6V
2MASS J14120344+3427273,213.01430347829,34.45758771253,M6V
SDSS J102003.37+623929.8,155.01411396171,62.65829945856001,M1V
ISO-Oph 210,248.00923799999998,-24.938004,M5
2MASS J10153316+6230455,153.8881981435,62.512595271680006,M7V
HD 310009,156.75645744467,-69.16467600949,M0
2MASS J18510821-2954158,282.78427876888,-29.90439719225,M
2MASS J14144361+3433376,213.68170871328,34.56042515109,M3V
2MASS J10140811+6246002,153.53376838171,62.76670703403,M4V
2MASS J14142774+3435593,213.61554206902,34.59978829764,M2V
SLW J1016+6258B,154.00508701803,62.97998469237,M2.2
SDSS J101930.19+625402.1,154.87579724972,62.90056948141999,M3V
2MASS J22054015-2031154,331.4173333333333,-20.52097222222222,M3V
SDSS J130806.51+183205.9,197.02721380358997,18.53497646629,M1V
2MASS J10251014+6211141,156.29224351109,62.18721892964,M7V
2MASS J21224326-0756310,320.68025800000004,-7.941971999999999,M5V
SDSS J102646.08+622819.4,156.69197185474,62.472064019250006,M6V
2MASS J14160813+3503599,214.03392803829996,35.06674477148,M2V
2MASS J10314492+6251406,157.93716834781,62.86131904349,M3V
StM 295,250.47284468759995,17.077383954809996,M6/7
2MASS J14132641+3515292,213.35991863931,35.2580609655,M7V
V* V823 Ara,250.83050000967,-46.31209507193,M
SLW J1026+6245A,156.65372551997,62.75514469466,M3.5
SLW J1026+6245B,156.64939111954,62.75698340527,M3.5
