pl_name,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_rade,hostname,st_teff,st_rad,st_mass
"HD 183263 b",1.4600000000,0.383000,3.47100000,13.10000000,"HD 183263",5948.00,1.230000,1.060000
"HD 166724 b",5.4200000000,0.734000,3.80000000,13.00000000,"HD 166724",5127.00,0.797485,0.810000
"Kepler-122 f",0.2857500000,0.000000,0.11300000,1.75000000,"Kepler-122",5917.00,0.949000,1.030000
"Kepler-96 b",0.1261000000,0.000000,0.02700000,2.67000000,"Kepler-96",5690.00,1.020000,1.000000
"KOI-13 b",0.0364100000,0.000640,9.28000000,16.94800800,"KOI-13",7650.00,1.740000,1.720000
"Kepler-17 b",0.0259100000,0.011000,2.45000000,14.68000000,"Kepler-17",5781.00,1.010340,1.040000
"TOI-7510 d",0.2672000000,0.040000,0.59700000,10.52000000,"TOI-7510",5720.00,1.035000,1.063000
"CoRoT-23 b",0.0480000000,0.160000,2.80000000,11.77000000,"CoRoT-23",5900.00,1.610000,1.140000
"BD+20 274 b",1.3000000000,0.210000,4.20000000,13.00000000,"BD+20 274",4296.00,17.300000,0.800000
"HD 219415 b",3.2000000000,0.400000,1.00000000,13.80000000,"HD 219415",4820.00,2.900000,1.000000
"HD 150706 b",6.7000000000,0.380000,2.43000000,13.30000000,"HD 150706",5961.00,0.960000,1.170000
"OGLE-2011-BLG-0251L b",2.7200000000,,0.53000000,14.20000000,"OGLE-2011-BLG-0251L",,,0.260000
"Kepler-414 c",0.0719500000,0.000000,0.09400000,3.01000000,"Kepler-414",5536.00,0.946000,0.890000
"HD 3167 e",0.3885000000,0.150000,0.02646082,2.83000000,"HD 3167",5261.00,0.880000,0.837000
"Kepler-42 c",0.0060000000,0.000000,0.18984143,0.73000000,"Kepler-42",3068.00,0.170000,0.130000
"Kepler-33 c",0.1189000000,0.000000,0.00122707,3.20000000,"Kepler-33",5904.00,1.820000,1.291000
"Kepler-641 b",0.0895000000,0.000000,0.01280000,1.85000000,"Kepler-641",5713.00,1.130000,1.020000
"Kepler-410 A b",0.1226000000,0.170000,0.02650000,2.83800000,"Kepler-410 A",6273.00,1.352000,1.214000
"Kepler-314 c",0.0640000000,0.000000,0.02750000,2.90000000,"Kepler-314",5378.00,0.950000,0.990000
"HD 168863 b",10.9610000000,0.187000,6.78000000,12.70000000,"HD 168863",4905.00,0.777826,0.800000
"HD 89839 b",4.7610000000,0.187000,5.01000000,12.90000000,"HD 89839",6314.00,1.285880,1.210000
"Kepler-415 b",0.0426000000,0.000000,0.37700000,1.21000000,"Kepler-415",4362.00,0.643000,0.670000
"Kepler-338 e",0.0897900000,0.050000,0.02700000,1.56000000,"Kepler-338",5999.00,1.735000,1.140000
"Kepler-33 e",0.2138000000,0.000000,0.01752509,4.02000000,"Kepler-33",5904.00,1.820000,1.291000
"Kepler-33 b",0.0677000000,0.000000,0.01160000,1.74000000,"Kepler-33",5904.00,1.820000,1.291000
"Kepler-46 c",0.2799000000,0.014600,0.37600000,13.50000000,"Kepler-46",5155.00,0.938000,0.902000
"Kepler-318 b",0.0560000000,0.000000,0.06270000,4.71000000,"Kepler-318",5746.00,1.189000,1.073000
"Kepler-314 b",0.0350000000,0.000000,0.00157000,0.83000000,"Kepler-314",5378.00,0.950000,0.990000
"Kepler-46 b",0.1968000000,0.010000,6.00000000,9.05700000,"Kepler-46",5155.00,0.938000,0.902000
"USco CTIO 108 b",670.0000000000,,14.00000000,12.30000000,"USco CTIO 108",2700.00,0.345365,0.060000
"Kepler-130 c",0.1780000000,0.000000,0.02750000,2.90000000,"Kepler-130",5879.00,1.170000,1.000000
"Kepler-418 b",0.3924900000,0.200000,1.10000000,13.45000000,"Kepler-418",5820.00,1.090000,0.980000
"Kepler-33 f",0.2535000000,0.000000,0.03020483,4.46000000,"Kepler-33",5904.00,1.820000,1.291000
"Kepler-33 d",0.1662000000,0.000000,0.01230217,5.35000000,"Kepler-33",5904.00,1.820000,1.291000
"HD 155358 c",1.0200000000,0.160000,0.82000000,13.90000000,"HD 155358",5900.00,1.380000,0.920000
"Kepler-52 b",0.0637000000,0.000000,0.42475750,2.10000000,"Kepler-52",4075.00,0.520000,0.540000
"Kepler-58 b",0.0929100000,0.040000,0.11169549,2.78000000,"Kepler-58",5843.00,1.030000,0.950000
"HD 183263 c",5.5850000000,0.051000,9.31000000,12.50000000,"HD 183263",5948.00,1.230000,1.060000
"HD 187123 b",0.0426000000,0.010300,0.52300000,14.20000000,"HD 187123",5790.00,1.150430,1.040000
"V0391 Peg b",1.7000000000,0.000000,3.20000000,13.10000000,"V0391 Peg",29300.00,0.230000,0.500000
"Kepler-62 e",0.4270000000,0.000000,0.11300000,1.61000000,"Kepler-62",4925.00,0.640000,0.690000
"HD 197037 b",2.0700000000,0.220000,0.79000000,13.90000000,"HD 197037",6150.00,1.105000,1.110000
"CFBDSIR J145829+101343 b",2.6000000000,,10.50000000,12.40000000,"CFBDSIR J145829+101343",580.50,,0.021000
"Kepler-269 b",0.0610000000,0.000000,0.02100000,2.47000000,"Kepler-269",5847.00,0.959000,0.920000
"Kepler-300 c",0.2320000000,0.000000,0.01790000,2.25000000,"Kepler-300",5986.00,0.900000,1.070000
"Kepler-149 d",0.5710000000,0.000000,0.04670000,3.96000000,"Kepler-149",5381.00,0.953000,1.013000
"Kepler-124 d",0.1700000000,0.000000,0.00444000,1.11000000,"Kepler-124",4984.00,0.636000,0.706000
"Kepler-276 d",0.2466600000,0.000000,0.05100000,2.80000000,"Kepler-276",5693.00,1.030000,1.100000
"Kepler-114 c",0.0648200000,0.000000,0.00900000,1.60000000,"Kepler-114",4660.00,0.540000,0.560000
"Kepler-297 b",0.2170000000,0.000000,0.15300000,2.87000000,"Kepler-297",5619.00,0.915000,0.927000
"WASP-83 b",0.0590000000,0.000000,0.30000000,11.65736000,"WASP-83",5510.00,1.050000,1.110000
"WASP-89 b",0.0427000000,0.193000,5.90000000,11.65736000,"WASP-89",5130.00,0.880000,0.920000
"Kepler-402 c",0.0680000000,0.000000,0.00961000,1.56000000,"Kepler-402",6090.00,1.264000,1.072000
"Kepler-157 b",0.0280000000,0.000000,0.00724000,1.32000000,"Kepler-157",5774.00,1.044000,0.950000
"HATS-6 b",0.0362300000,0.000000,0.31900000,11.18658200,"HATS-6",3724.00,0.570000,0.574000
"Kepler-450 c",0.1335100000,0.020000,0.03932920,2.62000000,"Kepler-450",6197.21,1.641620,1.190000
"Kepler-81 c",0.0834700000,0.000000,0.01400000,2.37000000,"Kepler-81",4385.00,0.590000,0.640000
"Kepler-412 b",0.0289700000,0.003800,0.94100000,15.03126900,"Kepler-412",5750.00,1.287000,1.167000
"Kepler-92 b",0.1223200000,0.170000,0.20200000,3.51000000,"Kepler-92",5883.00,1.700000,1.210000
"Kepler-288 c",0.1400000000,0.000000,0.02670000,2.85000000,"Kepler-288",5918.00,1.091000,0.842000
"Kepler-295 b",0.0990000000,0.000000,0.00624000,1.22000000,"Kepler-295",5603.00,0.898000,0.890000
"Kepler-178 d",0.3970000000,0.000000,0.04650000,3.95000000,"Kepler-178",5676.00,1.066000,0.852000
"Kepler-44 b",0.0446000000,0.066000,1.00000000,12.22000000,"Kepler-44",5800.00,1.350000,1.120000
"Kepler-41 b",0.0310100000,0.000000,0.56000000,14.46000000,"Kepler-41",5750.00,1.290000,1.150000
"Kepler-450 d",0.0827000000,0.140000,0.05537552,0.83700000,"Kepler-450",6197.21,1.641620,1.190000
"POTS-1 b",0.0373400000,,2.31000000,10.54800000,"POTS-1",4400.00,0.588000,0.695000
"Kepler-350 d",0.1786000000,0.000000,0.04700000,2.80000000,"Kepler-350",6492.30,1.250000,1.000000
"Kepler-238 f",0.2863500000,0.000000,0.04200000,2.00000000,"Kepler-238",5800.00,0.960000,1.060000
"Kepler-287 c",0.2460000000,0.000000,0.20765922,3.26000000,"Kepler-287",5806.00,1.032000,0.963000
"Kepler-285 b",0.0360000000,0.000000,0.00742000,1.34000000,"Kepler-285",5411.00,0.808000,0.915000
"Kepler-181 b",0.0400000000,0.000000,0.00678000,1.27000000,"Kepler-181",5333.00,0.749000,0.810000
"Kepler-1398 c",0.0508700000,0.000000,0.00340000,1.03000000,"Kepler-1398",6126.00,1.180000,1.130000
"RR Cae b",5.3000000000,0.000000,4.20000000,13.00000000,"RR Cae",3904.00,0.193119,0.440000
"WASP-24 b",0.0365100000,0.000000,1.24000000,15.46842000,"WASP-24",6075.00,1.420000,1.430000
"WASP-21 b",0.0520000000,0.000000,0.30000000,11.99000000,"WASP-21",5800.00,1.060000,1.010000
"LHS 3844 b",0.0062200000,,0.00708000,1.30300000,"LHS 3844",3036.00,0.189000,0.151000
"TOI-237 b",0.0341000000,0.000000,0.00839000,1.44000000,"TOI-237",3212.00,0.211000,0.179000
"K2-237 b",0.0355200000,0.030000,1.36600000,16.06246934,"K2-237",6180.00,1.236000,1.256000
"Kepler-284 b",0.1040000000,0.000000,0.01780000,2.24000000,"Kepler-284",5615.00,0.814000,0.766000
"Kepler-654 b",0.1166400000,0.000000,0.01550000,2.07000000,"Kepler-654",5865.00,1.110000,1.040000
"Kepler-199 c",0.3160000000,0.000000,0.03340000,3.25000000,"Kepler-199",5644.00,0.967000,0.960000
"Kepler-214 b",0.1300000000,0.000000,0.02300000,2.61000000,"Kepler-214",6169.00,1.352000,1.110000
"Kepler-87 b",0.4810000000,0.036000,1.02000000,13.49000000,"Kepler-87",5600.00,1.820000,1.100000
"Kepler-75 b",0.0818000000,0.570000,10.10000000,11.77000000,"Kepler-75",5200.00,0.890000,0.910000
"Kepler-74 b",0.0781000000,0.000000,0.63000000,10.76000000,"Kepler-74",6000.00,1.120000,1.180000
"Kepler-145 c",0.2624400000,0.110000,0.25000000,4.32000000,"Kepler-145",6022.00,1.850000,1.320000
"Kepler-328 b",0.2199000000,0.000000,0.09000000,2.30000000,"Kepler-328",6064.00,1.060000,1.150000
"Kepler-115 c",0.0870000000,0.000000,0.02290000,2.60000000,"Kepler-115",5979.00,1.205000,1.042000
"Kepler-341 c",0.0800000000,0.000000,0.01110000,1.70000000,"Kepler-341",6012.00,1.024000,0.976000
"Kepler-225 b",0.0560000000,0.000000,0.00588000,1.20000000,"Kepler-225",3682.00,0.480000,0.593000
"Kepler-871 b",0.1572000000,0.000000,0.04240000,3.74000000,"Kepler-871",5993.00,1.140000,1.110000
"Kepler-56 c",0.1652000000,0.000000,0.57000000,9.80000000,"Kepler-56",4840.00,4.230000,1.320000
"XO-5 b",0.0515000000,0.000000,1.19000000,12.78000000,"XO-5",5430.00,1.130000,1.040000
"Kepler-447 b",0.0769000000,0.123000,1.37000000,18.49000000,"Kepler-447",5493.00,1.050000,1.000000
"Kepler-216 b",0.0790000000,0.000000,0.01930000,2.35000000,"Kepler-216",6091.00,1.260000,1.126000
"Kepler-259 c",0.2170000000,0.000000,0.02440000,2.70000000,"Kepler-259",5938.00,0.898000,0.867000
"Kepler-293 b",0.1440000000,0.000000,0.03030000,3.07000000,"Kepler-293",5804.00,0.957000,0.934000
"Kepler-291 b",0.0470000000,0.000000,0.01670000,2.16000000,"Kepler-291",6002.00,1.016000,1.023000
"Kepler-242 c",0.1090000000,0.000000,0.01470000,2.00000000,"Kepler-242",5020.00,0.850000,0.748000
"Kepler-240 b",0.0480000000,0.000000,0.00771000,1.37000000,"Kepler-240",4985.00,0.739000,0.868000
"Kepler-56 b",0.1028000000,0.040000,0.07000000,6.51000000,"Kepler-56",4840.00,4.230000,1.320000
"WASP-16 b",0.0415000000,0.000000,1.24000000,13.67498000,"WASP-16",5700.00,1.140000,1.780000
"WASP-17 b",0.0515000000,0.000000,0.78000000,20.96083000,"WASP-17",6550.00,1.490000,2.280000
"WASP-18 b",0.0202400000,0.005100,10.20000000,13.89913607,"WASP-18",6432.00,1.319000,1.294000
"HAT-P-54 b",0.0411700000,0.074000,0.76000000,10.58129600,"HAT-P-54",4390.00,0.617000,0.645000
"TrES-5 b",0.0245900000,0.000000,1.79000000,13.38354600,"TrES-5",5171.00,0.868000,0.901000
"Kepler-148 c",0.0500000000,0.000000,0.03980000,3.60000000,"Kepler-148",5272.00,0.851000,0.860000
"Kepler-179 b",0.0360000000,0.000000,0.01050000,1.64000000,"Kepler-179",5302.00,0.759000,0.893000
"Kepler-303 b",0.0240000000,0.000000,0.00201000,0.89000000,"Kepler-303",3944.00,0.485000,0.575000
"Kepler-260 b",0.0750000000,0.000000,0.01480000,2.01000000,"Kepler-260",5250.00,0.862000,1.013000
"Kepler-226 b",0.0470000000,0.000000,0.07600000,1.55000000,"Kepler-226",5571.00,0.802000,0.904000
"WASP-19 b",0.0165200000,0.012600,1.15400000,15.86070769,"WASP-19",5616.00,1.006000,0.965000
"WASP-26 b",0.0400000000,0.000000,0.85000000,13.56289000,"WASP-26",6034.00,1.220000,0.860000
"WASP-29 b",0.0457000000,0.030000,0.23000000,8.63093000,"WASP-29",4800.00,0.790000,0.770000
"WASP-33 b",0.0239000000,0.000000,2.09300000,17.85593700,"WASP-33",7430.00,1.444000,1.495000
"HATS-14 b",0.0381500000,0.142000,1.07100000,11.64615100,"HATS-14",5346.00,0.933000,0.967000
"HD 95086 b",55.7000000000,,5.00000000,12.90000000,"HD 95086",7595.00,1.486670,1.600000
"Kepler-165 c",0.1100000000,0.000000,0.01760000,2.23000000,"Kepler-165",5211.00,0.770000,0.746000
"Kepler-197 d",0.1190000000,0.030000,0.00624000,1.22000000,"Kepler-197",6004.00,1.120000,0.857000
"Kepler-125 b",0.0410000000,0.000000,0.01950000,2.37000000,"Kepler-125",3810.00,0.512000,0.542101
"Kepler-306 c",0.0670000000,0.000000,0.01930000,2.35000000,"Kepler-306",4954.00,0.719000,0.750000
"KOI-351 e",0.4200000000,0.000000,0.02380000,2.66000000,"KOI-351",6080.00,1.200000,1.200000
"KOI-351 c",0.0890000000,0.000000,0.00570000,1.19000000,"KOI-351",6080.00,1.200000,1.200000
"Kepler-222 c",0.0910000000,0.000000,0.06120000,4.64000000,"Kepler-222",5433.00,0.869000,0.933000
"Kepler-184 d",0.1790000000,0.000000,0.02130000,2.49000000,"Kepler-184",5788.00,0.873000,0.872000
"Kepler-309 b",0.0590000000,0.000000,0.00961000,1.56000000,"Kepler-309",4713.00,0.721000,0.816000
"Kepler-696 b",0.0535000000,0.000000,0.09840000,6.14000000,"Kepler-696",5903.00,1.080000,1.060000
"Kepler-11 f",0.2500000000,0.013000,0.00600000,2.49000000,"Kepler-11",5663.00,1.065000,0.961000
"Kepler-11 e",0.1950000000,0.012000,0.02500000,4.19000000,"Kepler-11",5663.00,1.065000,0.961000
"Kepler-11 g",0.4660000000,0.150000,0.07900000,3.33000000,"Kepler-11",5663.00,1.065000,0.961000
"Kepler-166 c",0.1950000000,0.000000,0.01970000,2.38000000,"Kepler-166",5413.00,0.742000,0.811000
"Kepler-275 b",0.0980000000,0.000000,0.01910000,2.34000000,"Kepler-275",6165.00,1.383000,1.189000
"Kepler-1298 b",0.0814000000,0.000000,0.00714000,1.31000000,"Kepler-1298",6339.00,2.000000,1.450000
"Kepler-11 c",0.1070000000,0.026000,0.00900000,2.87000000,"Kepler-11",5663.00,1.065000,0.961000
"WASP-57 b",0.0376900000,0.000000,0.64400000,11.76945000,"WASP-57",5600.00,0.927000,0.886000
"HAT-P-50 b",0.0453000000,0.115000,1.35000000,14.43719200,"HAT-P-50",6280.00,1.698000,1.273000
"MOA-2008-BLG-379L b",2.7000000000,,4.10000000,13.00000000,"MOA-2008-BLG-379L",,,0.560000
"HD 13908 b",0.1540000000,0.020000,0.86500000,13.90000000,"HD 13908",6255.00,1.670000,1.290000
"Kepler-108 b",0.2920000000,0.220000,0.17600000,8.65000000,"Kepler-108",5854.00,2.192000,1.247000
"Kepler-264 b",0.2490000000,0.000000,0.03480000,3.33000000,"Kepler-264",6158.00,1.550000,1.426000
"Kepler-279 b",0.1120000000,0.000000,13.15467689,3.62000000,"Kepler-279",6363.00,1.746000,1.200000
"Kepler-286 c",0.0420000000,0.000000,0.00771000,1.37000000,"Kepler-286",5580.00,0.863000,0.830000
"GJ 667 C c",0.1250000000,0.020000,0.01200000,1.77000000,"GJ 667 C",3350.00,,0.330000
"HD 13908 c",2.0300000000,0.120000,5.13000000,12.80000000,"HD 13908",6255.00,1.670000,1.290000
"HD 159243 b",0.1100000000,0.020000,1.13000000,13.70000000,"HD 159243",6123.00,1.120000,1.125000
"Kepler-261 b",0.0880000000,0.000000,0.01700000,2.18000000,"Kepler-261",5098.00,0.794000,0.834000
"HIP 57274 c",0.1780000000,0.050000,0.40902369,14.20000000,"HIP 57274",4640.00,0.680000,0.730000
"Kepler-292 d",0.0680000000,0.000000,0.01760000,2.23000000,"Kepler-292",5299.00,0.826000,0.865000
"GJ 667 C f",0.1560000000,0.030000,0.00800000,1.45000000,"GJ 667 C",3350.00,,0.330000
"HD 73526 c",1.0300000000,0.280000,2.25000000,13.30000000,"HD 73526",5601.00,1.530000,1.014000
"HD 106906 b",650.0000000000,,11.00000000,12.40000000,"HD 106906",6516.00,2.123510,1.500000
"Kepler-119 b",0.0350000000,0.000000,0.03980000,3.60000000,"Kepler-119",5595.00,0.839000,0.918000
"HD 220074 b",1.6000000000,0.140000,16.64000000,12.20000000,"HD 220074",3787.00,54.920000,2.200000
"Kepler-297 c",0.3360000000,0.000000,0.13200000,6.54000000,"Kepler-297",5619.00,0.915000,0.927000
"Kepler-343 b",0.0880000000,0.000000,0.02010000,2.41000000,"Kepler-343",5807.00,1.433000,1.055000
"Kepler-282 d",0.1583700000,0.000000,0.19200000,2.46000000,"Kepler-282",5656.00,0.890000,0.970000
"Kepler-158 b",0.1110000000,0.000000,0.01620000,2.12000000,"Kepler-158",4623.00,0.624000,0.655000
"Kepler-273 b",0.0370000000,0.000000,0.00899000,1.50000000,"Kepler-273",5626.00,0.815000,0.756000
"Kepler-677 b",0.0670000000,0.000000,0.07860000,5.38000000,"Kepler-677",5723.00,0.990000,1.000000
"Kepler-306 b",0.0500000000,0.000000,0.00920000,1.52000000,"Kepler-306",4954.00,0.719000,0.750000
"Kepler-267 d",0.1540000000,0.000000,0.01820000,2.27000000,"Kepler-267",4258.00,0.555000,0.541571
"DP Leo b",8.1900000000,0.390000,6.28000000,12.70000000,"DP Leo",13500.00,0.011500,0.690000
"HAT-P-19 b",0.0459900000,0.070000,0.27700000,11.29865255,"HAT-P-19",4962.00,0.773000,0.807000
"HAT-P-34 b",0.0677400000,0.432000,3.33000000,13.41717300,"HAT-P-34",6442.00,1.530000,1.392000
"WASP-11 b",0.0435000000,0.000000,0.79000000,12.44199000,"WASP-11",4800.00,0.890000,1.420000
"WASP-37 b",0.0446000000,0.000000,1.80000000,13.00200000,"WASP-37",5800.00,1.003000,0.925000
"WASP-90 b",0.0562000000,0.000000,0.63000000,18.27067000,"WASP-90",6430.00,1.980000,1.550000
"K2-26 b",0.0962000000,,0.02390000,2.67000000,"K2-26",3785.00,0.520000,0.560000
"Kepler-276 c",0.1861900000,0.000000,0.05200000,2.90000000,"Kepler-276",5693.00,1.030000,1.100000
"Kepler-305 b",0.0574600000,0.005000,0.03300000,3.60000000,"Kepler-305",5080.00,0.800000,0.760000
"Kepler-266 b",0.0710000000,0.000000,0.02110000,2.48000000,"Kepler-266",5885.00,1.028000,0.947000
"Kepler-121 c",0.2160000000,0.000000,0.01820000,2.27000000,"Kepler-121",5311.00,0.701000,0.859000
"Kepler-338 d",0.2570000000,0.030000,0.02920000,3.00000000,"Kepler-338",5923.00,1.735000,1.105000
"2MASS J01225093-2439505 b",52.0000000000,,24.50000000,11.20900000,"2MASS J01225093-2439505",3530.00,0.366450,0.400000
"WASP-52 b",0.0272000000,0.000000,0.46000000,14.24000000,"WASP-52",5000.00,0.790000,0.870000
"WASP-72 b",0.0371100000,0.000000,2.30000000,14.45961000,"WASP-72",6250.00,2.180000,2.780000
"WASP-75 b",0.0375000000,0.000000,1.07000000,14.23500000,"WASP-75",6100.00,1.260000,1.140000
"WASP-135 b",0.0243000000,0.000000,1.90000000,14.57170000,"WASP-135",5675.00,0.960000,0.980000
"HD 222237 b",10.8000000000,0.560000,5.19000000,12.80000000,"HD 222237",4751.00,0.710000,0.760000
"Kepler-126 d",0.4480000000,0.020000,0.17175992,2.50000000,"Kepler-126",6239.00,1.358000,1.108000
"Kepler-381 c",0.1170000000,0.000000,0.00459000,1.12000000,"Kepler-381",6152.00,1.568000,1.144000
"Kepler-249 d",0.0970000000,0.000000,0.00972000,1.57000000,"Kepler-249",3568.00,0.482000,0.510238
"Kepler-254 d",0.1390000000,0.000000,0.02140000,2.50000000,"Kepler-254",5957.00,0.910000,0.849000
"SPECULOOS-3 b",0.0073300000,,0.00281000,0.97700000,"SPECULOOS-3",2800.00,0.123000,0.100900
"Kepler-363 d",0.1070000000,0.000000,0.01530000,2.05000000,"Kepler-363",5593.00,1.485000,1.226000
"Kepler-366 b",0.0450000000,0.000000,0.00859000,1.46000000,"Kepler-366",6209.00,1.048000,1.088000
"Kepler-141 b",0.0390000000,0.000000,0.00080900,0.69000000,"Kepler-141",4910.00,0.787000,0.878000
"Kepler-142 d",0.2420000000,0.000000,0.01670000,2.16000000,"Kepler-142",5790.00,1.269000,0.978000
"Kepler-400 b",0.0870000000,0.000000,0.01060000,1.65000000,"Kepler-400",5886.00,1.145000,1.080000
"Kepler-204 c",0.1730000000,0.000000,0.01210000,1.79000000,"Kepler-204",5812.00,1.238000,1.038000
"WASP-41 c",1.0700000000,0.294000,3.18000000,13.10000000,"WASP-41",5545.00,0.870000,0.930000
"Kepler-312 c",0.1530000000,0.000000,0.03170000,3.15000000,"Kepler-312",6115.00,1.467000,1.314000
"Kepler-286 d",0.0610000000,0.000000,0.00733000,1.33000000,"Kepler-286",5580.00,0.863000,0.830000
"Kepler-91 b",0.0731000000,0.051900,0.81000000,15.32270300,"Kepler-91",4550.00,6.300000,1.310000
"HAT-P-14 b",0.0596000000,0.110000,3.44000000,15.91678000,"HAT-P-14",6600.00,1.820000,2.650000
"HR 8799 b",68.0000000000,,7.00000000,13.00000000,"HR 8799",7204.58,1.493380,1.500000
"HR 8799 c",38.0000000000,0.500000,10.00000000,13.00000000,"HR 8799",7204.58,1.493380,1.500000
"HR 8799 d",24.0000000000,0.600000,10.00000000,13.00000000,"HR 8799",7204.58,1.493380,1.500000
"HR 8799 e",16.4000000000,0.150000,10.00000000,13.11453000,"HR 8799",7400.00,1.493380,1.510000
"HD 176986 b",0.0629560000,0.066000,4.68100000,,"HD 176986",4931.00,0.782000,0.789000
"HD 176986 c",0.1187300000,0.111000,6.60100000,,"HD 176986",4931.00,0.782000,0.789000
"TOI-4495 c",0.0632300000,0.023000,0.07299536,4.03000000,"TOI-4495",6210.00,1.309000,1.247000
"TOI-4495 b",0.0395700000,0.078000,0.02422691,2.48300000,"TOI-4495",6210.00,1.309000,1.247000
"TOI-6692 b",0.5120000000,0.537000,0.62000000,11.67975789,"TOI-6692",5890.00,1.385000,1.047000
"KMT-2025-BLG-1616L b",1.6000000000,,0.13315361,7.34000000,"KMT-2025-BLG-1616L",,,0.260000
"HD 176986 d",0.2814900000,,0.02126934,2.49000000,"HD 176986",4931.00,0.782000,0.789000
"Kepler-354 b",0.0540000000,0.000000,0.01270000,1.84000000,"Kepler-354",4648.00,0.674000,0.652000
"Kepler-368 b",0.1860000000,0.000000,0.03360000,3.26000000,"Kepler-368",5502.00,2.019000,1.165000
"Kepler-135 b",0.0670000000,0.000000,0.01240000,1.81000000,"Kepler-135",6090.00,1.275000,1.047000
"Kepler-383 b",0.0950000000,0.000000,0.00724000,1.32000000,"Kepler-383",4710.00,0.672000,0.669000
"HAT-P-66 b",0.0436300000,0.090000,0.78300000,17.82231000,"HAT-P-66",6002.00,1.881000,1.255000
"WASP-118 b",0.0545300000,0.000000,0.51400000,16.14096000,"WASP-118",6410.00,1.696000,1.320000
"WASP-7 b",0.0617000000,0.034000,0.96000000,14.90797000,"WASP-7",6400.00,1.432000,1.276000
"XO-4 b",0.0552400000,0.000000,1.42000000,14.01125000,"XO-4",6397.00,1.450000,1.100000
"KELT-2 A b",0.0549700000,0.000000,1.70000000,15.13215000,"KELT-2 A",6327.00,1.930000,1.540000
"K2-30 b",0.0483900000,0.000000,0.57900000,11.64615100,"K2-30",5425.00,0.844000,0.900000
"WASP-101 b",0.0505700000,0.000000,0.51000000,16.02887000,"WASP-101",6380.00,1.310000,1.410000
"Kepler-104 c",0.1530000000,0.000000,0.02247458,3.13000000,"Kepler-104",5711.00,1.349000,0.818000
"Kepler-369 c",0.0940000000,0.000000,0.00809000,1.41000000,"Kepler-369",3591.00,0.471000,0.500000
"Kepler-371 b",0.2000000000,0.000000,0.01330000,1.89000000,"Kepler-371",5666.00,0.992000,0.876000
"Kepler-147 b",0.1130000000,0.000000,0.00930000,1.53000000,"Kepler-147",6012.00,1.468000,1.145000
"Kepler-132 d",0.1360000000,0.000000,0.00951000,1.55000000,"Kepler-132",6003.00,1.178000,0.929000
"Kepler-208 c",0.0790000000,0.000000,0.00790000,1.39000000,"Kepler-208",6092.00,1.314000,1.082000
"Kepler-487 c",0.2186400000,0.000000,0.02410000,2.68000000,"Kepler-487",5444.00,0.880000,0.910000
